Command line: test_speed_GP.py
Total duration: 367.663s
File: <frozen importlib._bootstrap>
File duration: 16.5991s (4.51%)
Line #|      Hits|         Time| Time per hit|      %|Source code
(call)|         1|  0.000176668|  0.000176668|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/waterfall/increasing/marker/__init__.py:1 <module>
(call)|         1|   0.00388551|   0.00388551|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/waterfall/increasing/__init__.py:1 <module>
(call)|         1|  0.000306845|  0.000306845|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/waterfall/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000158787|  0.000158787|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/waterfall/decreasing/marker/__init__.py:1 <module>
(call)|         1|   0.00362015|   0.00362015|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/waterfall/decreasing/__init__.py:1 <module>
(call)|         1|  0.000189781|  0.000189781|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/waterfall/connector/__init__.py:1 <module>
(call)|         1|    0.0316556|    0.0316556|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/waterfall/__init__.py:1 <module>
(call)|         1|  0.000615597|  0.000615597|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/volume/slices/__init__.py:1 <module>
(call)|         1|  0.000249147|  0.000249147|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/volume/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000211239|  0.000211239|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/volume/colorbar/title/__init__.py:1 <module>
(call)|         1|    0.0252595|    0.0252595|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/volume/colorbar/__init__.py:1 <module>
(call)|         1|  0.000534534|  0.000534534|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/volume/caps/__init__.py:1 <module>
(call)|         1|    0.0570705|    0.0570705|  0.02%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/volume/__init__.py:1 <module>
(call)|         1|  0.000198364|  0.000198364|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/violin/unselected/__init__.py:1 <module>
(call)|         1|  0.000205994|  0.000205994|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/violin/selected/__init__.py:1 <module>
(call)|         1|  0.000206709|  0.000206709|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/violin/marker/__init__.py:1 <module>
(call)|         1|  0.000254869|  0.000254869|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/violin/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000233889|  0.000233889|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/violin/box/__init__.py:1 <module>
(call)|         1|     0.021518|     0.021518|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/violin/__init__.py:1 <module>
(call)|         1|   0.00031662|   0.00031662|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/treemap/pathbar/__init__.py:1 <module>
(call)|         1|   0.00026083|   0.00026083|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/treemap/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00434685|   0.00434685|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/treemap/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0105312|    0.0105312|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/treemap/marker/__init__.py:1 <module>
(call)|         1|    0.0002563|    0.0002563|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/treemap/hoverlabel/__init__.py:1 <module>
(call)|         1|     0.026072|     0.026072|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/treemap/__init__.py:1 <module>
(call)|         1|   0.00026536|   0.00026536|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/table/hoverlabel/__init__.py:1 <module>
(call)|         1|   0.00151968|   0.00151968|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/table/header/__init__.py:1 <module>
(call)|         1|  0.000883341|  0.000883341|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/table/cells/__init__.py:1 <module>
(call)|         1|    0.0151875|    0.0151875|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/table/__init__.py:1 <module>
(call)|         1|  0.000283957|  0.000283957|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/surface/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000211954|  0.000211954|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/surface/contours/z/__init__.py:1 <module>
(call)|         1|  0.000190973|  0.000190973|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/surface/contours/y/__init__.py:1 <module>
(call)|         1|  0.000198841|  0.000198841|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/surface/contours/x/__init__.py:1 <module>
(call)|         1|     0.011734|     0.011734|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/surface/contours/__init__.py:1 <module>
(call)|         1|  0.000192881|  0.000192881|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/surface/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00434422|   0.00434422|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/surface/colorbar/__init__.py:1 <module>
(call)|         1|    0.0314307|    0.0314307|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/surface/__init__.py:1 <module>
(call)|         1|  0.000194788|  0.000194788|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sunburst/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00434422|   0.00434422|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sunburst/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0102842|    0.0102842|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sunburst/marker/__init__.py:1 <module>
(call)|         1|  0.000260353|  0.000260353|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sunburst/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0209877|    0.0209877|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sunburst/__init__.py:1 <module>
(call)|         1|  0.000356913|  0.000356913|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/streamtube/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000202417|  0.000202417|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/streamtube/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00447679|   0.00447679|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/streamtube/colorbar/__init__.py:1 <module>
(call)|         1|    0.0165722|    0.0165722|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/streamtube/__init__.py:1 <module>
(call)|         1|  0.000218153|  0.000218153|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/splom/unselected/__init__.py:1 <module>
(call)|         1|  0.000226498|  0.000226498|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/splom/selected/__init__.py:1 <module>
(call)|         1|  0.000192642|  0.000192642|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/splom/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00430799|   0.00430799|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/splom/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0104473|    0.0104473|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/splom/marker/__init__.py:1 <module>
(call)|         1|  0.000278234|  0.000278234|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/splom/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000242233|  0.000242233|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/splom/dimension/__init__.py:1 <module>
(call)|         1|    0.0480628|    0.0480628|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/splom/__init__.py:1 <module>
(call)|         1|  0.000337124|  0.000337124|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterternary/unselected/__init__.py:1 <module>
(call)|         1|  0.000402927|  0.000402927|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterternary/selected/__init__.py:1 <module>
(call)|         1|  0.000191212|  0.000191212|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterternary/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00443244|   0.00443244|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterternary/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0109081|    0.0109081|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterternary/marker/__init__.py:1 <module>
(call)|         1|  0.000257015|  0.000257015|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterternary/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0288734|    0.0288734|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterternary/__init__.py:1 <module>
(call)|         1|  0.000423431|  0.000423431|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolargl/unselected/__init__.py:1 <module>
(call)|         1|  0.000346184|  0.000346184|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolargl/selected/__init__.py:1 <module>
(call)|         1|  0.000199556|  0.000199556|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolargl/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00447583|   0.00447583|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolargl/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0106299|    0.0106299|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolargl/marker/__init__.py:1 <module>
(call)|         1|  0.000285387|  0.000285387|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolargl/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0285404|    0.0285404|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolargl/__init__.py:1 <module>
(call)|         1|  0.000404835|  0.000404835|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolar/unselected/__init__.py:1 <module>
(call)|         1|  0.000337839|  0.000337839|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolar/selected/__init__.py:1 <module>
(call)|         1|  0.000254869|  0.000254869|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolar/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00448966|   0.00448966|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolar/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0112085|    0.0112085|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolar/marker/__init__.py:1 <module>
(call)|         1|  0.000277281|  0.000277281|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolar/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0298095|    0.0298095|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatterpolar/__init__.py:1 <module>
(call)|         1|  0.000193119|  0.000193119|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattermapbox/unselected/__init__.py:1 <module>
(call)|         1|  0.000202417|  0.000202417|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattermapbox/selected/__init__.py:1 <module>
(call)|         1|   0.00019455|   0.00019455|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattermapbox/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00439548|   0.00439548|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattermapbox/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0100234|    0.0100234|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattermapbox/marker/__init__.py:1 <module>
(call)|         1|  0.000261068|  0.000261068|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattermapbox/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0270343|    0.0270343|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattermapbox/__init__.py:1 <module>
(call)|         1|  0.000363111|  0.000363111|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergl/unselected/__init__.py:1 <module>
(call)|         1|  0.000486851|  0.000486851|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergl/selected/__init__.py:1 <module>
(call)|         1|   0.00020504|   0.00020504|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergl/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00520825|   0.00520825|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergl/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0119102|    0.0119102|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergl/marker/__init__.py:1 <module>
(call)|         1|  0.000270128|  0.000270128|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergl/hoverlabel/__init__.py:1 <module>
(call)|         1|     0.032923|     0.032923|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergl/__init__.py:1 <module>
(call)|         1|  0.000415325|  0.000415325|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergeo/unselected/__init__.py:1 <module>
(call)|         1|  0.000411749|  0.000411749|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergeo/selected/__init__.py:1 <module>
(call)|         1|  0.000211716|  0.000211716|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergeo/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00441098|   0.00441098|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergeo/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0110047|    0.0110047|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergeo/marker/__init__.py:1 <module>
(call)|         1|  0.000263214|  0.000263214|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergeo/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0288868|    0.0288868|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattergeo/__init__.py:1 <module>
(call)|         1|  0.000345469|  0.000345469|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattercarpet/unselected/__init__.py:1 <module>
(call)|         1|  0.000346899|  0.000346899|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattercarpet/selected/__init__.py:1 <module>
(call)|         1|  0.000236034|  0.000236034|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattercarpet/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00445914|   0.00445914|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattercarpet/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0111291|    0.0111291|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattercarpet/marker/__init__.py:1 <module>
(call)|         1|  0.000317097|  0.000317097|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattercarpet/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0303938|    0.0303938|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scattercarpet/__init__.py:1 <module>
(call)|         1|   0.00061202|   0.00061202|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter3d/projection/__init__.py:1 <module>
(call)|         1|  0.000191927|  0.000191927|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter3d/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00430322|   0.00430322|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter3d/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0104003|    0.0104003|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter3d/marker/__init__.py:1 <module>
(call)|         1|  0.000189304|  0.000189304|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter3d/line/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00429916|   0.00429916|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter3d/line/colorbar/__init__.py:1 <module>
(call)|         1|    0.0097754|    0.0097754|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter3d/line/__init__.py:1 <module>
(call)|         1|  0.000253201|  0.000253201|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter3d/hoverlabel/__init__.py:1 <module>
(call)|         1|     0.042264|     0.042264|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter3d/__init__.py:1 <module>
(call)|         1|  0.000340223|  0.000340223|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter/unselected/__init__.py:1 <module>
(call)|         1|  0.000339746|  0.000339746|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter/selected/__init__.py:1 <module>
(call)|         1|  0.000217915|  0.000217915|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter/marker/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00423813|   0.00423813|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter/marker/colorbar/__init__.py:1 <module>
(call)|         1|    0.0110059|    0.0110059|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter/marker/__init__.py:1 <module>
(call)|         1|  0.000267506|  0.000267506|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0312104|    0.0312104|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/scatter/__init__.py:1 <module>
(call)|         1|  0.000385761|  0.000385761|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sankey/node/hoverlabel/__init__.py:1 <module>
(call)|         1|   0.00446534|   0.00446534|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sankey/node/__init__.py:1 <module>
(call)|         1|  0.000255108|  0.000255108|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sankey/link/hoverlabel/__init__.py:1 <module>
(call)|         1|   0.00460815|   0.00460815|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sankey/link/__init__.py:1 <module>
(call)|         1|  0.000969172|  0.000969172|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sankey/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0230761|    0.0230761|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/sankey/__init__.py:1 <module>
(call)|         1|  0.000163078|  0.000163078|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/pointcloud/marker/__init__.py:1 <module>
(call)|         1|  0.000313282|  0.000313282|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/pointcloud/hoverlabel/__init__.py:1 <module>
(call)|         1|   0.00784922|   0.00784922|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/pointcloud/__init__.py:1 <module>
(call)|         1|  0.000275135|  0.000275135|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/pie/title/__init__.py:1 <module>
(call)|         1|  0.000223875|  0.000223875|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/pie/marker/__init__.py:1 <module>
(call)|         1|  0.000264645|  0.000264645|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/pie/hoverlabel/__init__.py:1 <module>
(call)|         1|    0.0136304|    0.0136304|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/pie/__init__.py:1 <module>
(call)|         1|  0.000196218|  0.000196218|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/parcoords/line/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00438476|   0.00438476|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/parcoords/line/colorbar/__init__.py:1 <module>
(call)|         1|    0.0100267|    0.0100267|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/parcoords/line/__init__.py:1 <module>
(call)|         1|    0.0165975|    0.0165975|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/parcoords/__init__.py:1 <module>
(call)|         1|  0.000262022|  0.000262022|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/parcats/line/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00430655|   0.00430655|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/parcats/line/colorbar/__init__.py:1 <module>
(call)|         1|   0.00980902|   0.00980902|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/parcats/line/__init__.py:1 <module>
(call)|         1|    0.0159237|    0.0159237|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/parcats/__init__.py:1 <module>
(call)|         1|  0.000199318|  0.000199318|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/ohlc/increasing/__init__.py:1 <module>
(call)|         1|  0.000290394|  0.000290394|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/ohlc/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000198841|  0.000198841|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/ohlc/decreasing/__init__.py:1 <module>
(call)|         1|    0.0116234|    0.0116234|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/ohlc/__init__.py:1 <module>
(call)|         1|  0.000266552|  0.000266552|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/mesh3d/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000261307|  0.000261307|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/mesh3d/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00434709|   0.00434709|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/mesh3d/colorbar/__init__.py:1 <module>
(call)|         1|    0.0162699|    0.0162699|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/mesh3d/__init__.py:1 <module>
(call)|         1|  0.000652552|  0.000652552|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/isosurface/slices/__init__.py:1 <module>
(call)|         1|   0.00031805|   0.00031805|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/isosurface/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000190735|  0.000190735|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/isosurface/colorbar/title/__init__.py:1 <module>
(call)|         1|   0.00432587|   0.00432587|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/isosurface/colorbar/__init__.py:1 <module>
(call)|         1|  0.000574827|  0.000574827|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/isosurface/caps/__init__.py:1 <module>
(call)|         1|    0.0258369|    0.0258369|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/isosurface/__init__.py:1 <module>
(call)|         1|  0.000186443|  0.000186443|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/indicator/title/__init__.py:1 <module>
(call)|         1|  0.000270367|  0.000270367|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/indicator/number/__init__.py:1 <module>
(call)|         1|  0.000202894|  0.000202894|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/indicator/gauge/threshold/__init__.py:1 <module>
(call)|         1|  0.000176907|  0.000176907|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/indicator/gauge/step/__init__.py:1 <module>
(call)|         1|  0.000166655|  0.000166655|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/indicator/gauge/bar/__init__.py:1 <module>
(call)|         1|  0.000453949|  0.000453949|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/indicator/gauge/axis/__init__.py:1 <module>
(call)|         1|    0.0174077|    0.0174077|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/indicator/gauge/__init__.py:1 <module>
(call)|         1|  0.000510693|  0.000510693|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/indicator/delta/__init__.py:1 <module>
(call)|         1|    0.0342236|    0.0342236|  0.01%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/indicator/__init__.py:1 <module>
(call)|         1|  0.000279665|  0.000279665|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/image/hoverlabel/__init__.py:1 <module>
(call)|         1|   0.00451064|   0.00451064|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/image/__init__.py:1 <module>
(call)|         1|  0.000237226|  0.000237226|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/histogram2dcontour/hoverlabel/__init__.py:1 <module>
(call)|         1|  0.000903845|  0.000903845|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/histogram2dcontour/contours/__init__.py:1 <module>
(call)|         1|  0.000222445|  0.000222445|  0.00%|# /opt/anaconda3/lib/python3.7/site-packages/plotly/graph_objs/histogram2dcontour/colorbar/title/__init__.py:1 <module>
